,listing_id,id,date,reviewer_id,reviewer_name,comments,positive,jieba,year
618013,18076608,271219187,2018-05-31,11434849,Moritz,"Wir wurden sehr herzlich von dem Co-Host Patti empfangen. Die Unterkunft übertraf die Beschreibung sogar noch. Das Bad ist sehr geräumig. Der ""Küchen- und Kochbereich"" enthielt alle notwendigen Utensilien um zwei bis drei mal zu frühstücken. Im Kühlschrank waren Bagels, englische Muffins, verschieden Sorten Marmelade und Frischkäse. Des Weiteren waren Wasser und Kaffee vorrätig.
Alles in allem war das Apartment sehr liebevoll und detailreich eingerichtet.
Den Garten- und Poolbereich konnten wir ebenfalls mitbenutzen, leider hat das Wetter dafür nicht unbedingt mitgespielt.
Wir würden auf jeden Fall wieder kommen und können einen Aufenthalt nur empfehlen.",negative,"['wir', ' ', 'wurden', ' ', 'sehr', ' ', 'herzlich', ' ', 'von', ' ', 'dem', ' ', 'co', '-', 'host', ' ', 'patti', ' ', 'empfangen', '.', ' ', 'die', ' ', 'unterkunft', ' ', 'ü', 'bertraf', ' ', 'die', ' ', 'beschreibung', ' ', 'sogar', ' ', 'noch', '.', ' ', 'das', ' ', 'bad', ' ', 'ist', ' ', 'sehr', ' ', 'ger', 'ä', 'umig', '.', ' ', 'der', ' ', '""', 'k', 'ü', 'chen', '-', ' ', 'und', ' ', 'kochbereich', '""', ' ', 'enthielt', ' ', 'alle', ' ', 'notwendigen', ' ', 'utensilien', ' ', 'um', ' ', 'zwei', ' ', 'bis', ' ', 'drei', ' ', 'mal', ' ', 'zu', ' ', 'fr', 'ü', 'hst', 'ü', 'cken', '.', ' ', 'im', ' ', 'k', 'ü', 'hlschrank', ' ', 'waren', ' ', 'bagels', ',', ' ', 'englische', ' ', 'muffins', ',', ' ', 'verschieden', ' ', 'sorten', ' ', 'marmelade', ' ', 'und', ' ', 'frischk', 'ä', 'se', '.', ' ', 'des', ' ', 'weiteren', ' ', 'waren', ' ', 'wasser', ' ', 'und', ' ', 'kaffee', ' ', 'vorr', 'ä', 'tig', '.', '\n', 'alles', ' ', 'in', ' ', 'allem', ' ', 'war', ' ', 'das', ' ', 'apartment', ' ', 'sehr', ' ', 'liebevoll', ' ', 'und', ' ', 'detailreich', ' ', 'eingerichtet', '.', '\n', 'den', ' ', 'garten', '-', ' ', 'und', ' ', 'poolbereich', ' ', 'konnten', ' ', 'wir', ' ', 'ebenfalls', ' ', 'mitbenutzen', ',', ' ', 'leider', ' ', 'hat', ' ', 'das', ' ', 'wetter', ' ', 'daf', 'ü', 'r', ' ', 'nicht', ' ', 'unbedingt', ' ', 'mitgespielt', '.', '\n', 'wir', ' ', 'w', 'ü', 'rden', ' ', 'auf', ' ', 'jeden', ' ', 'fall', ' ', 'wieder', ' ', 'kommen', ' ', 'und', ' ', 'k', 'ö', 'nnen', ' ', 'einen', ' ', 'aufenthalt', ' ', 'nur', ' ', 'empfehlen', '.']",2018
860268,26565075,332201514,2018-10-04,17109110,Jonathan,"Great apartment, great location in a historic building in the heart of Hollywood. 

Nicole was a great host. I would be happy to stay again.",positive,"['great', ' ', 'apartment', ',', ' ', 'great', ' ', 'location', ' ', 'in', ' ', 'a', ' ', 'historic', ' ', 'building', ' ', 'in', ' ', 'the', ' ', 'heart', ' ', 'of', ' ', 'hollywood', '.', ' ', '\n', '\n', 'nicole', ' ', 'was', ' ', 'a', ' ', 'great', ' ', 'host', '.', ' ', 'i', ' ', 'would', ' ', 'be', ' ', 'happy', ' ', 'to', ' ', 'stay', ' ', 'again', '.']",2018
23762,254844,201634596,2017-10-08,108031344,Eddy,"Beautiful home with wonderful views! Kasia was an amazing host who kept in constant communication with us to make sure we were enjoying our stay. 

Having access to a pool was fantastic. We enjoyed the space the home provided. Kasia also let us check in early and check out later which was an extra bonus. Would definitely recommend staying here!",positive,"['beautiful', ' ', 'home', ' ', 'with', ' ', 'wonderful', ' ', 'views', '!', ' ', 'kasia', ' ', 'was', ' ', 'an', ' ', 'amazing', ' ', 'host', ' ', 'who', ' ', 'kept', ' ', 'in', ' ', 'constant', ' ', 'communication', ' ', 'with', ' ', 'us', ' ', 'to', ' ', 'make', ' ', 'sure', ' ', 'we', ' ', 'were', ' ', 'enjoying', ' ', 'our', ' ', 'stay', '.', ' ', '\n', '\n', 'having', ' ', 'access', ' ', 'to', ' ', 'a', ' ', 'pool', ' ', 'was', ' ', 'fantastic', '.', ' ', 'we', ' ', 'enjoyed', ' ', 'the', ' ', 'space', ' ', 'the', ' ', 'home', ' ', 'provided', '.', ' ', 'kasia', ' ', 'also', ' ', 'let', ' ', 'us', ' ', 'check', ' ', 'in', ' ', 'early', ' ', 'and', ' ', 'check', ' ', 'out', ' ', 'later', ' ', 'which', ' ', 'was', ' ', 'an', ' ', 'extra', ' ', 'bonus', '.', ' ', 'would', ' ', 'definitely', ' ', 'recommend', ' ', 'staying', ' ', 'here', '!']",2017
603745,17670660,254457392,2018-04-16,178098181,Amber,"Talia goes out of her way to make you feel comfortable staying in her home. The saltwater pool and hammock are so relaxing. She provided everything we could think of: coffee, wine, beach towels, portable speaker, bikes, pool floats, wifi, tv, grill, two cute dogs ... the list goes on and on. So glad we stayed :)",negative,"['talia', ' ', 'goes', ' ', 'out', ' ', 'of', ' ', 'her', ' ', 'way', ' ', 'to', ' ', 'make', ' ', 'you', ' ', 'feel', ' ', 'comfortable', ' ', 'staying', ' ', 'in', ' ', 'her', ' ', 'home', '.', ' ', 'the', ' ', 'saltwater', ' ', 'pool', ' ', 'and', ' ', 'hammock', ' ', 'are', ' ', 'so', ' ', 'relaxing', '.', ' ', 'she', ' ', 'provided', ' ', 'everything', ' ', 'we', ' ', 'could', ' ', 'think', ' ', 'of', ':', ' ', 'coffee', ',', ' ', 'wine', ',', ' ', 'beach', ' ', 'towels', ',', ' ', 'portable', ' ', 'speaker', ',', ' ', 'bikes', ',', ' ', 'pool', ' ', 'floats', ',', ' ', 'wifi', ',', ' ', 'tv', ',', ' ', 'grill', ',', ' ', 'two', ' ', 'cute', ' ', 'dogs', ' ', '...', ' ', 'the', ' ', 'list', ' ', 'goes', ' ', 'on', ' ', 'and', ' ', 'on', '.', ' ', 'so', ' ', 'glad', ' ', 'we', ' ', 'stayed', ' ', ':', ')']",2018
346521,9010100,246110185,2018-03-24,65948083,Charles,Great location and hosts. Very attentive to your needs and lots of amenities in the bathroom and kitchen!,positive,"['great', ' ', 'location', ' ', 'and', ' ', 'hosts', '.', ' ', 'very', ' ', 'attentive', ' ', 'to', ' ', 'your', ' ', 'needs', ' ', 'and', ' ', 'lots', ' ', 'of', ' ', 'amenities', ' ', 'in', ' ', 'the', ' ', 'bathroom', ' ', 'and', ' ', 'kitchen', '!']",2018
809237,24019992,472498016,2019-06-19,81405000,Leonardo,"Hosts are very nice , the place is cozy and clean. The neighborhood is safe and the recommendations they give about what to do in LA very useful. Communication is quick and good. Thanks guys",positive,"['hosts', ' ', 'are', ' ', 'very', ' ', 'nice', ' ', ',', ' ', 'the', ' ', 'place', ' ', 'is', ' ', 'cozy', ' ', 'and', ' ', 'clean', '.', ' ', 'the', ' ', 'neighborhood', ' ', 'is', ' ', 'safe', ' ', 'and', ' ', 'the', ' ', 'recommendations', ' ', 'they', ' ', 'give', ' ', 'about', ' ', 'what', ' ', 'to', ' ', 'do', ' ', 'in', ' ', 'la', ' ', 'very', ' ', 'useful', '.', ' ', 'communication', ' ', 'is', ' ', 'quick', ' ', 'and', ' ', 'good', '.', ' ', 'thanks', ' ', 'guys']",2019
886122,27994569,351731407,2018-11-23,5138741,Rosa,LOVE this house! Perfect location. Host was extremely responsive and kind.,positive,"['love', ' ', 'this', ' ', 'house', '!', ' ', 'perfect', ' ', 'location', '.', ' ', 'host', ' ', 'was', ' ', 'extremely', ' ', 'responsive', ' ', 'and', ' ', 'kind', '.']",2018
503174,14487091,309170127,2018-08-17,27419705,Jeroen,"Sur RBnB pourras tu stp mettre ce commentaire, merci beaucoup  

I really enjoyed the apartment. In particular cleanliness, bedding and silence. It is very well decorated with taste and the kitchen has everything that is useful. The garden is absolutely fantastic with its small pond. Very nice and quiet, it is ideal to cool off in summer. It is very well located near Abott Kinney which is less than a 10 minute walk.
It is quite easy to find a place to park in the street.
I recommand it.",positive,"['sur', ' ', 'rbnb', ' ', 'pourras', ' ', 'tu', ' ', 'stp', ' ', 'mettre', ' ', 'ce', ' ', 'commentaire', ',', ' ', 'merci', ' ', 'beaucoup', ' ', ' ', '\n', '\n', 'i', ' ', 'really', ' ', 'enjoyed', ' ', 'the', ' ', 'apartment', '.', ' ', 'in', ' ', 'particular', ' ', 'cleanliness', ',', ' ', 'bedding', ' ', 'and', ' ', 'silence', '.', ' ', 'it', ' ', 'is', ' ', 'very', ' ', 'well', ' ', 'decorated', ' ', 'with', ' ', 'taste', ' ', 'and', ' ', 'the', ' ', 'kitchen', ' ', 'has', ' ', 'everything', ' ', 'that', ' ', 'is', ' ', 'useful', '.', ' ', 'the', ' ', 'garden', ' ', 'is', ' ', 'absolutely', ' ', 'fantastic', ' ', 'with', ' ', 'its', ' ', 'small', ' ', 'pond', '.', ' ', 'very', ' ', 'nice', ' ', 'and', ' ', 'quiet', ',', ' ', 'it', ' ', 'is', ' ', 'ideal', ' ', 'to', ' ', 'cool', ' ', 'off', ' ', 'in', ' ', 'summer', '.', ' ', 'it', ' ', 'is', ' ', 'very', ' ', 'well', ' ', 'located', ' ', 'near', ' ', 'abott', ' ', 'kinney', ' ', 'which', ' ', 'is', ' ', 'less', ' ', 'than', ' ', 'a', ' ', '10', ' ', 'minute', ' ', 'walk', '.', '\n', 'it', ' ', 'is', ' ', 'quite', ' ', 'easy', ' ', 'to', ' ', 'find', ' ', 'a', ' ', 'place', ' ', 'to', ' ', 'park', ' ', 'in', ' ', 'the', ' ', 'street', '.', '\n', 'i', ' ', 'recommand', ' ', 'it', '.']",2018
702977,20804663,465992498,2019-06-08,265640553,Santiago,"The place is everything I expected, clean, bright, cozy and super good hosts.",positive,"['the', ' ', 'place', ' ', 'is', ' ', 'everything', ' ', 'i', ' ', 'expected', ',', ' ', 'clean', ',', ' ', 'bright', ',', ' ', 'cozy', ' ', 'and', ' ', 'super', ' ', 'good', ' ', 'hosts', '.']",2019
578226,16790728,137620743,2017-03-16,36592067,Jonas,Very nice place in the middle of Pasadena. Easy to find and everything you need. Kind and helpful host. ,positive,"['very', ' ', 'nice', ' ', 'place', ' ', 'in', ' ', 'the', ' ', 'middle', ' ', 'of', ' ', 'pasadena', '.', ' ', 'easy', ' ', 'to', ' ', 'find', ' ', 'and', ' ', 'everything', ' ', 'you', ' ', 'need', '.', ' ', 'kind', ' ', 'and', ' ', 'helpful', ' ', 'host', '.', ' ']",2017
19483,187526,17260932,2014-08-10,8805229,Rhonda,"It was so easy to feel at home there. She open
Their house to us as soon as we arrived! We loved
Sitting in the balcony and seeing the moon over
The ocean! The bed was so comfortable. Gracious 
Hosts and beautiful home.",positive,"['it', ' ', 'was', ' ', 'so', ' ', 'easy', ' ', 'to', ' ', 'feel', ' ', 'at', ' ', 'home', ' ', 'there', '.', ' ', 'she', ' ', 'open', '\r\n', 'their', ' ', 'house', ' ', 'to', ' ', 'us', ' ', 'as', ' ', 'soon', ' ', 'as', ' ', 'we', ' ', 'arrived', '!', ' ', 'we', ' ', 'loved', '\r\n', 'sitting', ' ', 'in', ' ', 'the', ' ', 'balcony', ' ', 'and', ' ', 'seeing', ' ', 'the', ' ', 'moon', ' ', 'over', '\r\n', 'the', ' ', 'ocean', '!', ' ', 'the', ' ', 'bed', ' ', 'was', ' ', 'so', ' ', 'comfortable', '.', ' ', 'gracious', ' ', '\r\n', 'hosts', ' ', 'and', ' ', 'beautiful', ' ', 'home', '.']",2014
721996,21243441,470973172,2019-06-16,91590152,Danielle,Place was in a great location! Really enjoyed the amenities provided and cozy feeling of the place.,positive,"['place', ' ', 'was', ' ', 'in', ' ', 'a', ' ', 'great', ' ', 'location', '!', ' ', 'really', ' ', 'enjoyed', ' ', 'the', ' ', 'amenities', ' ', 'provided', ' ', 'and', ' ', 'cozy', ' ', 'feeling', ' ', 'of', ' ', 'the', ' ', 'place', '.']",2019
125550,2034041,331467951,2018-10-02,2231218,Taina,"We thoroughly enjoyed our one-night stay at Patrick’s guesthouse and could have easily stayed longer. 
There are many rules and instructions provided, which show that the hosts truly- and understandably- care about the condition of their guest home. You will definitely feel like you are staying in a well-cared for home, which is refreshing compared to all of the property managed AirBnBs we have stayed at in the past. Patrick greeted us upon our arrival and gave us a quick and helpful tour of the place.
The home is extremely clean, spacious, and fully-stocked with everything you need for a comfortable stay including a Roku TV (with fast Internet), stocked full-sized kitchen, access to washer/dryer and a private patio.
The location is good- quiet street, easy to find parking, not super close to the beach/boardwalk, but close enough. Also comfortably close to Abbott Kinney and their adorable local/trendy shops. 
When we booked the place, we were looking forward to the cruiser bikes available for guests’ use. Unfortunately, none of the bikes were in comfortable riding-condition, so we ended up not using them. 
Overall, we felt safe, as the guesthouse is located behind an electronically-locked gate. It’s also worth noting that Patrick is LGBTQ friendly, and we felt very comfortable staying here.
A few recommendations in the area: Brunch at Great White (get the ricotta hotcakes!), dinner at Gjusta, and ice cream at Salt & Straw!",positive,"['we', ' ', 'thoroughly', ' ', 'enjoyed', ' ', 'our', ' ', 'one', '-', 'night', ' ', 'stay', ' ', 'at', ' ', 'patrick', '’', 's', ' ', 'guesthouse', ' ', 'and', ' ', 'could', ' ', 'have', ' ', 'easily', ' ', 'stayed', ' ', 'longer', '.', ' ', '\n', 'there', ' ', 'are', ' ', 'many', ' ', 'rules', ' ', 'and', ' ', 'instructions', ' ', 'provided', ',', ' ', 'which', ' ', 'show', ' ', 'that', ' ', 'the', ' ', 'hosts', ' ', 'truly', '-', ' ', 'and', ' ', 'understandably', '-', ' ', 'care', ' ', 'about', ' ', 'the', ' ', 'condition', ' ', 'of', ' ', 'their', ' ', 'guest', ' ', 'home', '.', ' ', 'you', ' ', 'will', ' ', 'definitely', ' ', 'feel', ' ', 'like', ' ', 'you', ' ', 'are', ' ', 'staying', ' ', 'in', ' ', 'a', ' ', 'well', '-', 'cared', ' ', 'for', ' ', 'home', ',', ' ', 'which', ' ', 'is', ' ', 'refreshing', ' ', 'compared', ' ', 'to', ' ', 'all', ' ', 'of', ' ', 'the', ' ', 'property', ' ', 'managed', ' ', 'airbnbs', ' ', 'we', ' ', 'have', ' ', 'stayed', ' ', 'at', ' ', 'in', ' ', 'the', ' ', 'past', '.', ' ', 'patrick', ' ', 'greeted', ' ', 'us', ' ', 'upon', ' ', 'our', ' ', 'arrival', ' ', 'and', ' ', 'gave', ' ', 'us', ' ', 'a', ' ', 'quick', ' ', 'and', ' ', 'helpful', ' ', 'tour', ' ', 'of', ' ', 'the', ' ', 'place', '.', '\n', 'the', ' ', 'home', ' ', 'is', ' ', 'extremely', ' ', 'clean', ',', ' ', 'spacious', ',', ' ', 'and', ' ', 'fully', '-', 'stocked', ' ', 'with', ' ', 'everything', ' ', 'you', ' ', 'need', ' ', 'for', ' ', 'a', ' ', 'comfortable', ' ', 'stay', ' ', 'including', ' ', 'a', ' ', 'roku', ' ', 'tv', ' ', '(', 'with', ' ', 'fast', ' ', 'internet', ')', ',', ' ', 'stocked', ' ', 'full', '-', 'sized', ' ', 'kitchen', ',', ' ', 'access', ' ', 'to', ' ', 'washer', '/', 'dryer', ' ', 'and', ' ', 'a', ' ', 'private', ' ', 'patio', '.', '\n', 'the', ' ', 'location', ' ', 'is', ' ', 'good', '-', ' ', 'quiet', ' ', 'street', ',', ' ', 'easy', ' ', 'to', ' ', 'find', ' ', 'parking', ',', ' ', 'not', ' ', 'super', ' ', 'close', ' ', 'to', ' ', 'the', ' ', 'beach', '/', 'boardwalk', ',', ' ', 'but', ' ', 'close', ' ', 'enough', '.', ' ', 'also', ' ', 'comfortably', ' ', 'close', ' ', 'to', ' ', 'abbott', ' ', 'kinney', ' ', 'and', ' ', 'their', ' ', 'adorable', ' ', 'local', '/', 'trendy', ' ', 'shops', '.', ' ', '\n', 'when', ' ', 'we', ' ', 'booked', ' ', 'the', ' ', 'place', ',', ' ', 'we', ' ', 'were', ' ', 'looking', ' ', 'forward', ' ', 'to', ' ', 'the', ' ', 'cruiser', ' ', 'bikes', ' ', 'available', ' ', 'for', ' ', 'guests', '’', ' ', 'use', '.', ' ', 'unfortunately', ',', ' ', 'none', ' ', 'of', ' ', 'the', ' ', 'bikes', ' ', 'were', ' ', 'in', ' ', 'comfortable', ' ', 'riding', '-', 'condition', ',', ' ', 'so', ' ', 'we', ' ', 'ended', ' ', 'up', ' ', 'not', ' ', 'using', ' ', 'them', '.', ' ', '\n', 'overall', ',', ' ', 'we', ' ', 'felt', ' ', 'safe', ',', ' ', 'as', ' ', 'the', ' ', 'guesthouse', ' ', 'is', ' ', 'located', ' ', 'behind', ' ', 'an', ' ', 'electronically', '-', 'locked', ' ', 'gate', '.', ' ', 'it', '’', 's', ' ', 'also', ' ', 'worth', ' ', 'noting', ' ', 'that', ' ', 'patrick', ' ', 'is', ' ', 'lgbtq', ' ', 'friendly', ',', ' ', 'and', ' ', 'we', ' ', 'felt', ' ', 'very', ' ', 'comfortable', ' ', 'staying', ' ', 'here', '.', '\n', 'a', ' ', 'few', ' ', 'recommendations', ' ', 'in', ' ', 'the', ' ', 'area', ':', ' ', 'brunch', ' ', 'at', ' ', 'great', ' ', 'white', ' ', '(', 'get', ' ', 'the', ' ', 'ricotta', ' ', 'hotcakes', '!', ')', ',', ' ', 'dinner', ' ', 'at', ' ', 'gjusta', ',', ' ', 'and', ' ', 'ice', ' ', 'cream', ' ', 'at', ' ', 'salt', ' ', '&', ' ', 'straw', '!']",2018
22139,229209,20121214,2014-09-23,13952897,Wes,"I loved my stay! Jodea was a kind and generous host and the room is incredibly comfortable. I liked having my own bathroom in the guest room, and the bed is very comfortable. I slept great! The neighborhood is quiet and was very convenient for me. I would stay here again.",positive,"['i', ' ', 'loved', ' ', 'my', ' ', 'stay', '!', ' ', 'jodea', ' ', 'was', ' ', 'a', ' ', 'kind', ' ', 'and', ' ', 'generous', ' ', 'host', ' ', 'and', ' ', 'the', ' ', 'room', ' ', 'is', ' ', 'incredibly', ' ', 'comfortable', '.', ' ', 'i', ' ', 'liked', ' ', 'having', ' ', 'my', ' ', 'own', ' ', 'bathroom', ' ', 'in', ' ', 'the', ' ', 'guest', ' ', 'room', ',', ' ', 'and', ' ', 'the', ' ', 'bed', ' ', 'is', ' ', 'very', ' ', 'comfortable', '.', ' ', 'i', ' ', 'slept', ' ', 'great', '!', ' ', 'the', ' ', 'neighborhood', ' ', 'is', ' ', 'quiet', ' ', 'and', ' ', 'was', ' ', 'very', ' ', 'convenient', ' ', 'for', ' ', 'me', '.', ' ', 'i', ' ', 'would', ' ', 'stay', ' ', 'here', ' ', 'again', '.']",2014
828740,24778247,668890891,2020-09-27,53924404,Amanda,"Debi's space was amazing.  Super clean and stylish!  It is in a great location, allowing you to walking pretty much anywhere in Venice! Highly recommend!",positive,"['debi', ""'"", 's', ' ', 'space', ' ', 'was', ' ', 'amazing', '.', ' ', ' ', 'super', ' ', 'clean', ' ', 'and', ' ', 'stylish', '!', ' ', ' ', 'it', ' ', 'is', ' ', 'in', ' ', 'a', ' ', 'great', ' ', 'location', ',', ' ', 'allowing', ' ', 'you', ' ', 'to', ' ', 'walking', ' ', 'pretty', ' ', 'much', ' ', 'anywhere', ' ', 'in', ' ', 'venice', '!', ' ', 'highly', ' ', 'recommend', '!']",2020
993282,35041661,575308610,2019-12-09,198725740,Tony Ky,"Very nice host, quick responses, and love the Airbnb, great neighborhood to do morning jogs and close to the beach",positive,"['very', ' ', 'nice', ' ', 'host', ',', ' ', 'quick', ' ', 'responses', ',', ' ', 'and', ' ', 'love', ' ', 'the', ' ', 'airbnb', ',', ' ', 'great', ' ', 'neighborhood', ' ', 'to', ' ', 'do', ' ', 'morning', ' ', 'jogs', ' ', 'and', ' ', 'close', ' ', 'to', ' ', 'the', ' ', 'beach']",2019
386826,10610445,459032207,2019-05-26,246748189,Anu,"Kathy was a great host; she was very helpful, even offering to come and pick us up, and she was also very accomodating, allowing us to check in early and check out late. She was quick to respond to any queries or issues and had thoughtfully provided everything we might need in the house. We loved our stay in her cozy, spick and span cottage, and the quiet, tree-lined, lovely neighbourhood it was located in.",positive,"['kathy', ' ', 'was', ' ', 'a', ' ', 'great', ' ', 'host', ';', ' ', 'she', ' ', 'was', ' ', 'very', ' ', 'helpful', ',', ' ', 'even', ' ', 'offering', ' ', 'to', ' ', 'come', ' ', 'and', ' ', 'pick', ' ', 'us', ' ', 'up', ',', ' ', 'and', ' ', 'she', ' ', 'was', ' ', 'also', ' ', 'very', ' ', 'accomodating', ',', ' ', 'allowing', ' ', 'us', ' ', 'to', ' ', 'check', ' ', 'in', ' ', 'early', ' ', 'and', ' ', 'check', ' ', 'out', ' ', 'late', '.', ' ', 'she', ' ', 'was', ' ', 'quick', ' ', 'to', ' ', 'respond', ' ', 'to', ' ', 'any', ' ', 'queries', ' ', 'or', ' ', 'issues', ' ', 'and', ' ', 'had', ' ', 'thoughtfully', ' ', 'provided', ' ', 'everything', ' ', 'we', ' ', 'might', ' ', 'need', ' ', 'in', ' ', 'the', ' ', 'house', '.', ' ', 'we', ' ', 'loved', ' ', 'our', ' ', 'stay', ' ', 'in', ' ', 'her', ' ', 'cozy', ',', ' ', 'spick', ' ', 'and', ' ', 'span', ' ', 'cottage', ',', ' ', 'and', ' ', 'the', ' ', 'quiet', ',', ' ', 'tree', '-', 'lined', ',', ' ', 'lovely', ' ', 'neighbourhood', ' ', 'it', ' ', 'was', ' ', 'located', ' ', 'in', '.']",2019
273351,6502731,48846525,2015-09-28,4538091,Philippe,"Sepi war sehr unkompliziert und hat uns kurzfristig aufgenommen. Die Kommunikation verlief einfach und unkompliziert. Die Wohnung ist extrem zentral gelegen, direkt am Hollywood-Boulevard. Wenn mal dieses Erlebnis haben möchte, ist diese Wohnung der perfekte Ort dafür. Eine toll ausgestattete Wohnung! Danke.",negative,"['sepi', ' ', 'war', ' ', 'sehr', ' ', 'unkompliziert', ' ', 'und', ' ', 'hat', ' ', 'uns', ' ', 'kurzfristig', ' ', 'aufgenommen', '.', ' ', 'die', ' ', 'kommunikation', ' ', 'verlief', ' ', 'einfach', ' ', 'und', ' ', 'unkompliziert', '.', ' ', 'die', ' ', 'wohnung', ' ', 'ist', ' ', 'extrem', ' ', 'zentral', ' ', 'gelegen', ',', ' ', 'direkt', ' ', 'am', ' ', 'hollywood', '-', 'boulevard', '.', ' ', 'wenn', ' ', 'mal', ' ', 'dieses', ' ', 'erlebnis', ' ', 'haben', ' ', 'm', 'ö', 'chte', ',', ' ', 'ist', ' ', 'diese', ' ', 'wohnung', ' ', 'der', ' ', 'perfekte', ' ', 'ort', ' ', 'daf', 'ü', 'r', '.', ' ', 'eine', ' ', 'toll', ' ', 'ausgestattete', ' ', 'wohnung', '!', ' ', 'danke', '.']",2015
657335,19367013,168602870,2017-07-09,24499339,Sabrina,"The stay at Carina's place was great. Make sure you read carefully because the post is very accurate in terms of logistics (car space is only big enough for Camrys and smaller, how to self check in, etc).",positive,"['the', ' ', 'stay', ' ', 'at', ' ', 'carina', ""'"", 's', ' ', 'place', ' ', 'was', ' ', 'great', '.', ' ', 'make', ' ', 'sure', ' ', 'you', ' ', 'read', ' ', 'carefully', ' ', 'because', ' ', 'the', ' ', 'post', ' ', 'is', ' ', 'very', ' ', 'accurate', ' ', 'in', ' ', 'terms', ' ', 'of', ' ', 'logistics', ' ', '(', 'car', ' ', 'space', ' ', 'is', ' ', 'only', ' ', 'big', ' ', 'enough', ' ', 'for', ' ', 'camrys', ' ', 'and', ' ', 'smaller', ',', ' ', 'how', ' ', 'to', ' ', 'self', ' ', 'check', ' ', 'in', ',', ' ', 'etc', ')', '.']",2017
805196,23842012,639153129,2020-07-17,16027146,Pradeep,Great location to explore LA from. Can walk to anything in Santa Monica. Host is very responsive. Lots of light and surrounded by bougainvillea. Great option for dog friendly place.,positive,"['great', ' ', 'location', ' ', 'to', ' ', 'explore', ' ', 'la', ' ', 'from', '.', ' ', 'can', ' ', 'walk', ' ', 'to', ' ', 'anything', ' ', 'in', ' ', 'santa', ' ', 'monica', '.', ' ', 'host', ' ', 'is', ' ', 'very', ' ', 'responsive', '.', ' ', 'lots', ' ', 'of', ' ', 'light', ' ', 'and', ' ', 'surrounded', ' ', 'by', ' ', 'bougainvillea', '.', ' ', 'great', ' ', 'option', ' ', 'for', ' ', 'dog', ' ', 'friendly', ' ', 'place', '.']",2020
732656,21527265,239960911,2018-03-03,26713333,Corrie,"This small home is MIGHTY when it comes to thoughtful, homey touches! It was completely comfortable, clean and inviting. We felt instantly at home and relaxed the minute we entered, sleeping so well that night. If you are staying in the area, do yourself a treat and stay in this wonderful place!",positive,"['this', ' ', 'small', ' ', 'home', ' ', 'is', ' ', 'mighty', ' ', 'when', ' ', 'it', ' ', 'comes', ' ', 'to', ' ', 'thoughtful', ',', ' ', 'homey', ' ', 'touches', '!', ' ', 'it', ' ', 'was', ' ', 'completely', ' ', 'comfortable', ',', ' ', 'clean', ' ', 'and', ' ', 'inviting', '.', ' ', 'we', ' ', 'felt', ' ', 'instantly', ' ', 'at', ' ', 'home', ' ', 'and', ' ', 'relaxed', ' ', 'the', ' ', 'minute', ' ', 'we', ' ', 'entered', ',', ' ', 'sleeping', ' ', 'so', ' ', 'well', ' ', 'that', ' ', 'night', '.', ' ', 'if', ' ', 'you', ' ', 'are', ' ', 'staying', ' ', 'in', ' ', 'the', ' ', 'area', ',', ' ', 'do', ' ', 'yourself', ' ', 'a', ' ', 'treat', ' ', 'and', ' ', 'stay', ' ', 'in', ' ', 'this', ' ', 'wonderful', ' ', 'place', '!']",2018
699635,20666266,487174610,2019-07-13,61003592,Sarah,Nice house with easy check-in. just the air-con in bedroom and living room was noisy and i have to turn off them while sleeping.  Overall is great!,positive,"['nice', ' ', 'house', ' ', 'with', ' ', 'easy', ' ', 'check', '-', 'in', '.', ' ', 'just', ' ', 'the', ' ', 'air', '-', 'con', ' ', 'in', ' ', 'bedroom', ' ', 'and', ' ', 'living', ' ', 'room', ' ', 'was', ' ', 'noisy', ' ', 'and', ' ', 'i', ' ', 'have', ' ', 'to', ' ', 'turn', ' ', 'off', ' ', 'them', ' ', 'while', ' ', 'sleeping', '.', ' ', ' ', 'overall', ' ', 'is', ' ', 'great', '!']",2019
858683,26470672,293134207,2018-07-19,51040757,Happy,Nice place and clean. Host was very helpful,positive,"['nice', ' ', 'place', ' ', 'and', ' ', 'clean', '.', ' ', 'host', ' ', 'was', ' ', 'very', ' ', 'helpful']",2018
475104,13716877,152645301,2017-05-17,70207095,Meng Yu,"Beautiful house,awesome host!A nice trip in LA. Really!",positive,"['beautiful', ' ', 'house', ',', 'awesome', ' ', 'host', '!', 'a', ' ', 'nice', ' ', 'trip', ' ', 'in', ' ', 'la', '.', ' ', 'really', '!']",2017
