,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
19321,19321,2723072,Clean and Cozy 1 bedroom in WeHo,4227665,Ritch,,West Hollywood,34.09260035897546,-118.36826312830962,Entire home/apt,115.0,7,2,2015-11-16,0.12,1,0.0,2015-05-24 00:00:00
15813,15813,7406712,Guest Apt. Silverlake Hills,38278502,,,Silver Lake,34.08486667835065,-118.27558464581963,Entire home/apt,105.0,2,10,2015-11-01,1.95,2,365.0,2015-05-24 00:00:00
20178,20178,7238214,Private room/bath near UCLA w/pool,37895813,Tabitha,,Westwood,34.05603202310604,-118.44597661620288,Private room,75.0,1,3,2015-08-02,0.57,1,231.0,2015-05-24 00:00:00
16781,16781,8107589,☎️17143322388 另：有车出租,40167273,Cicy,,Valinda,34.0464216936815,-117.94666192943312,Private room,60.0,1,0,,,1,365.0,2015-05-24 00:00:00
19992,19992,8105567,Loft studio with beautiful view,91136,Debora,,Westlake,34.051397009948985,-118.26821730819522,Entire home/apt,95.0,1,8,2015-12-16,2.29,11,357.0,2015-05-24 00:00:00
5815,5815,8690430,"Full Apt in Downtown, skyline view",43721915,,,Echo Park,34.07002548554496,-118.24613668615454,Entire home/apt,86.0,2,2,2015-11-15,1.07,1,8.0,2015-05-24 00:00:00
16112,16112,9650690,BHR Studio City Emidio Room,36560409,Shuki,,Studio City,34.13605064859917,-118.38723796870696,Private room,18.0,1,0,,,17,365.0,2015-05-24 00:00:00
8842,8842,2234152,Sleep In The Vocal Booth!!!,9578912,Beard,,Larchmont,34.07846555075559,-118.31250385239038,Private room,55.0,1,65,2015-12-05,2.94,2,337.0,2015-05-24 00:00:00
15265,15265,7911846,Charming guest house,40611101,Scott,,Sierra Madre,34.16168302215582,-118.05892747268564,Entire home/apt,100.0,1,3,2015-11-15,0.92,1,331.0,2015-05-24 00:00:00
14201,14201,8666725,A Cozy room in Santa Monica,14365675,Mademoiselle,,Santa Monica,34.025548105755966,-118.48686195081544,Private room,80.0,1,12,2015-12-28,4.68,16,323.0,2015-05-24 00:00:00
11669,11669,3704303,Cozy North Hollywood Studio Apt.,18883591,Mia,,North Hollywood,34.18184750863428,-118.36121291358184,Entire home/apt,75.0,7,0,,,1,365.0,2015-05-24 00:00:00
1959,1959,4516235,private room in a  ocean view house,21229370,Fay,,Brentwood,34.07981273803278,-118.49367338653104,Private room,95.0,1,2,2015-09-27,0.39,5,365.0,2015-05-24 00:00:00
17384,17384,7387510,500 Feet from Venice Beach,6096397,David,,Venice,33.99576849597497,-118.48092314258544,Entire home/apt,109.0,2,22,2015-12-27,3.86,1,364.0,2015-05-24 00:00:00
18072,18072,5797401,Indoor/Outdoor Spacious 2bd Venice,30078764,Anne,,Venice,33.99222927838537,-118.44940178232,Entire home/apt,140.0,5,1,2015-08-02,0.19,1,255.0,2015-05-24 00:00:00
13117,13117,10102033,Paradise at the Beach,51840672,Matt,,Redondo Beach,33.81610197350301,-118.38899972026732,Private room,65.0,1,0,,,1,2.0,2015-05-24 00:00:00
1759,1759,795769,Studio: Private Entry & Hot Tub,2334158,Daisy,,Valley Village,34.158381177989924,-118.39696977102416,Entire home/apt,73.0,1,13,2015-12-18,0.44,1,9.0,2015-05-24 00:00:00
3510,3510,4727609,Charming hardwood duplex in Weho!,1762145,Brent,,Hollywood,34.09493028158414,-118.35601608440878,Entire home/apt,110.0,4,10,2015-10-27,0.93,1,0.0,2015-05-24 00:00:00
543,543,5445780,Great Private Bedroom + Bathroom,28246590,Johanna,,Atwater Village,34.125556675368884,-118.27008518919742,Private room,55.0,1,0,,,1,176.0,2015-05-24 00:00:00
17821,17821,9185425,Pacific Avenue - 1 Block to Beach!,47789967,,,Venice,33.99408284616503,-118.47807953539414,Entire home/apt,450.0,5,0,,,1,358.0,2015-05-24 00:00:00
5107,5107,9011187,Wild Honey Loft,1028671,Paul,,Eagle Rock,34.13965997841759,-118.19196182006664,Entire home/apt,100.0,1,1,2015-12-10,1.0,1,327.0,2015-05-24 00:00:00
3867,3867,7533005,Charming 1 Bdrm Hollywood Apartment,8759830,,,Hollywood,34.10342200457944,-118.31325558236794,Entire home/apt,90.0,1,6,2015-12-23,1.17,1,309.0,2015-05-24 00:00:00
5172,5172,9989027,Charming 1 BEDROOM Los Feliz!,51322882,Corbin,,East Hollywood,34.09665589919846,-118.28632896814185,Entire home/apt,100.0,1,1,2015-12-29,1.0,1,5.0,2015-05-24 00:00:00
9272,9272,9366660,"Spacious 1BR, Heart of Los Feliz",43787292,Wafiqah,,Los Feliz,34.109378298141635,-118.2888948620717,Private room,65.0,2,0,,,2,51.0,2015-05-24 00:00:00
14414,14414,10206207,Beach front luxury!,35462972,Laura,,Santa Monica,34.01435411658016,-118.49670562546788,Entire home/apt,250.0,1,0,,,1,365.0,2015-05-24 00:00:00
10131,10131,7074591,"Spanish Style in Long Beach, CA",5791229,Steve,,Long Beach,33.81895837587799,-118.1795647170145,Entire home/apt,190.0,1,1,2015-08-13,0.21,1,160.0,2015-05-24 00:00:00
15890,15890,6249558,"Hail, Hail, Fredonia!",2111094,Diane,,Studio City,34.13372048830651,-118.3643420792194,Entire home/apt,135.0,4,2,2015-11-01,0.5,2,343.0,2015-05-24 00:00:00
11577,11577,5070776,Private Bedroom in comfy home,10332446,Rosemary,,Monrovia,34.14970005787878,-117.98699424840235,Private room,55.0,1,8,2015-09-30,0.7,7,365.0,2015-05-24 00:00:00
9620,9620,273987,Private WLA Gsthouse in GardenOasis,1432914,Vivian,,Mar Vista,34.00931293324809,-118.43798254964454,Entire home/apt,140.0,2,166,2016-01-02,3.62,1,357.0,2015-05-24 00:00:00
12500,12500,6171307,Charming 3BR duplex in West LA,18666036,Nachum,,Pico-Robertson,34.0579671713881,-118.37715233433538,Entire home/apt,160.0,7,2,2015-07-31,0.33,1,224.0,2015-05-24 00:00:00
16395,16395,1046156,Topanga Gem/ Mountains above Malibu,5759202,Gina,,Topanga,34.099508619122496,-118.59228238568411,Entire home/apt,199.0,7,3,2015-07-28,0.17,1,139.0,2015-05-24 00:00:00
3565,3565,7799868,High end apartment with amenities,41054539,Anna,,Hollywood,34.1010069622914,-118.3255443846749,Private room,160.0,1,0,,,1,365.0,2015-05-24 00:00:00
10526,10526,5781222,Malibu Safari Chic Tent,4807228,Bibi,,Malibu,34.060664904934896,-118.89848438108116,Private room,140.0,1,70,2015-12-29,9.68,1,282.0,2015-05-24 00:00:00
4953,4953,2447661,Charming Spanish Home in Echo Park,5418984,Andrea,,Elysian Park,34.093092542070686,-118.24501166811255,Entire home/apt,200.0,3,8,2015-10-02,0.37,1,301.0,2015-05-24 00:00:00
11776,11776,9409565,Lovely city room,48790598,Jasmine,,North Hollywood,34.16841807701778,-118.373711236598,Private room,45.0,1,1,2015-11-19,0.65,1,339.0,2015-05-24 00:00:00
906,906,7652820,STATELY LUXURIOUS SPACIOUS DUPLEX,10171420,,,Carthay,34.057308016753154,-118.37579821907678,Entire home/apt,290.0,4,0,,,2,330.0,2015-05-24 00:00:00
8174,8174,6713783,In the Heart of all the L.A ACTION!,35148822,Parvin,,Hollywood Hills West,34.1046684432268,-118.3467063018183,Entire home/apt,199.0,1,5,2015-10-19,0.82,5,365.0,2015-05-24 00:00:00
19858,19858,7821571,Rent Couch near Hollywood&Downtown,41179961,Maka,,Westlake,34.06246841344128,-118.28686635737743,Shared room,23.0,1,1,2015-09-02,0.24,2,359.0,2015-05-24 00:00:00
11060,11060,6679152,Bed Bath Miracle Mile Beverly Hills,25961535,Eric,,Mid-Wilshire,34.06486495522849,-118.35019874300454,Private room,73.0,1,20,2015-12-27,2.9,4,320.0,2015-05-24 00:00:00
4590,4590,8392049,Private w/ view of Hollywood sign,3380273,Kara,,Hollywood,34.09960085893828,-118.31549363177538,Private room,65.0,1,8,2015-12-22,3.33,1,54.0,2015-05-24 00:00:00
19184,19184,3092132,Amazing Apt in Heart of Weho,8637466,Eric,,West Hollywood,34.09037849708064,-118.37303406403387,Entire home/apt,250.0,1,3,2015-11-04,0.15,3,352.0,2015-05-24 00:00:00
12333,12333,8909593,Culver city entire apartment,46601259,Hemali,,Palms,34.02168637752306,-118.40902104453453,Entire home/apt,80.0,1,1,2015-12-03,0.94,1,362.0,2015-05-24 00:00:00
11442,11442,8426964,Huge 1 Bd/1 Bath + Parking,10645716,Wendy,,Mid-Wilshire,34.05696435980864,-118.35061822021495,Private room,75.0,1,33,2015-12-28,9.9,1,308.0,2015-05-24 00:00:00
3833,3833,5353458,1BR Apartment in Heart of Hollywood,17004381,Dusan,,Hollywood,34.09251752435584,-118.33664885388232,Entire home/apt,119.0,5,9,2015-08-25,1.26,3,323.0,2015-05-24 00:00:00
14764,14764,8879649,Designer Loft with Private Balcony!,4468683,Matt & Donna,,Santa Monica,34.015910426365416,-118.4910594571266,Entire home/apt,99.0,1,9,2015-12-17,4.09,6,344.0,2015-05-24 00:00:00
14489,14489,3340948,Modern 2bd - Perfect for families,12262360,,,Santa Monica,34.016956852390166,-118.4914946214757,Entire home/apt,230.0,1,67,2015-12-29,3.93,1,304.0,2015-05-24 00:00:00
18925,18925,3996777,218 Luxury Studio Near UCLA WWD Bl.,3392276,Amir,,West Los Angeles,34.048463339005295,-118.43500298567594,Entire home/apt,104.0,5,8,2015-12-07,0.58,18,360.0,2015-05-24 00:00:00
471,471,6834391,Welcome to Paradise in L.A.,34394319,Rika,,Atwater Village,34.11625884380366,-118.26441121194216,Entire home/apt,120.0,2,0,,,2,91.0,2015-05-24 00:00:00
14040,14040,6851664,Light & Airy: Bike2Beach!,137359,Ben,,Santa Monica,34.00932437926228,-118.47223483907548,Private room,90.0,14,5,2015-11-05,0.77,1,29.0,2015-05-24 00:00:00
20437,20437,7402797,Luxury Los Angeles area apartment,25648335,Kevin,,Woodland Hills,34.18713085686769,-118.58849897882426,Entire home/apt,159.0,1,4,2015-12-01,0.86,1,277.0,2015-05-24 00:00:00
10942,10942,5824698,Charming 1930's Studio Guest House,30231994,Julie & Sean,,Mid-City,34.03997819276523,-118.38420997186164,Entire home/apt,100.0,4,30,2015-12-16,3.28,1,148.0,2015-05-24 00:00:00
1859,1859,863243,"Cute, Cozy & Fully Furnished Room",827395,Adreana,,Boyle Heights,34.04739203611315,-118.19710312087764,Private room,45.0,1,100,2015-11-25,2.96,3,361.0,2015-05-24 00:00:00
3930,3930,9370422,WALK OF FAME LOFT- 2 QUEEN BEDS,9762413,Kate,,Hollywood,34.10116726998264,-118.3453993334359,Entire home/apt,99.0,1,2,2015-12-07,1.4,16,348.0,2015-05-24 00:00:00
10636,10636,3743436,La Costa House in Beachside Malibu,19146472,Chris,,Malibu,34.04361728345603,-118.64839734860696,Private room,149.0,1,2,2014-09-17,0.12,1,365.0,2015-05-24 00:00:00
3880,3880,5620948,Nice Studio walk ♥ Hollywood blvd.,19712323,Enrique,,Hollywood,34.100955243190654,-118.34395495998275,Entire home/apt,69.0,1,20,2015-12-14,2.05,1,344.0,2015-05-24 00:00:00
9166,9166,3052315,Cute Silver Lake 1 Bedroom Bungalow,629758,,,Los Feliz,34.096001113304546,-118.28062084890212,Entire home/apt,110.0,7,20,2015-10-31,1.05,1,346.0,2015-05-24 00:00:00
11552,11552,9676163,"Private room in Monrovia, LA",49995397,Mildred,,Monrovia,34.13195195026716,-118.0074230218722,Private room,39.0,1,0,,,1,10.0,2015-05-24 00:00:00
5181,5181,9673711,Spacious Silverlake Bungalow,47192493,Maggie,,East Hollywood,34.087580626997934,-118.28618536160086,Entire home/apt,95.0,1,0,,,1,356.0,2015-05-24 00:00:00
13641,13641,3280322,私人浴室双人房，独享您的私人空间,16256098,He Be,,Rowland Heights,33.98791846543893,-117.90055543686168,Private room,45.0,2,2,2015-12-01,0.18,7,364.0,2015-05-24 00:00:00
8431,8431,7245544,Cozy Room in Great Location!,37820194,,,Koreatown,34.06431306882856,-118.30415216993846,Private room,59.0,1,3,2015-09-04,0.59,1,365.0,2015-05-24 00:00:00
9961,9961,2236513,Studio in Ocean Front Building,11418517,,,Long Beach,33.76449536761728,-118.16532385918816,Entire home/apt,99.0,30,38,2015-12-31,1.91,2,258.0,2015-05-24 00:00:00
5175,5175,2933879,Modern Private  Hollywood Cottage 1,14980533,Daniel,,East Hollywood,34.0872453049666,-118.30578079312124,Entire home/apt,139.0,2,14,2015-10-10,0.77,3,357.0,2015-05-24 00:00:00
12406,12406,3251574,Super Cute & Clean West LA 2BD 1BA!,4888961,Alex,,Palms,34.02366389121017,-118.4117417907355,Entire home/apt,115.0,12,14,2015-12-17,0.73,1,214.0,2015-05-24 00:00:00
428,428,7861958,Tidy comfortable suite in Arcadia,38392534,Alma,,Arcadia,34.141646629292666,-118.02762445849427,Private room,128.0,1,0,,,4,365.0,2015-05-24 00:00:00
13002,13002,6119936,"B&B in Rancho Palos Verdes, Room 2.",30311600,Betty,,Rancho Palos Verdes,33.75522970518761,-118.324274064771,Private room,100.0,2,1,2015-08-20,0.22,2,357.0,2015-05-24 00:00:00
19964,19964,2087909,LA Bungalow / Cozy & Private,7799017,Matt,,Westlake,34.071917180770555,-118.28353521297409,Entire home/apt,80.0,1,4,2015-09-30,0.2,1,344.0,2015-05-24 00:00:00
15003,15003,7934940,Small detached guesthouse,34551092,John,,Sherman Oaks,34.153715199230874,-118.43392901618688,Private room,110.0,3,0,,,1,363.0,2015-05-24 00:00:00
4781,4781,5619191,Presidential Luxury Beach Suite3/3,23952888,,,Del Rey,33.9827577099624,-118.44046891241906,Entire home/apt,550.0,1,2,2015-08-27,0.32,1,278.0,2015-05-24 00:00:00
3399,3399,9865108,Hollywood Master w/ Private Bath,20536687,Sam,,Hollywood,34.10063428746756,-118.34342774808626,Private room,55.0,1,0,,,1,365.0,2015-05-24 00:00:00
3750,3750,1476237,STYLISH Retreat with Private Garden,7900637,Christopher,,Hollywood,34.09388631323399,-118.3188339696109,Entire home/apt,100.0,3,40,2015-12-02,1.37,2,365.0,2015-05-24 00:00:00
1866,1866,4100233,"No.3 Pasadena,Duarte,Bradbury",20988354,Pengju,,Bradbury,34.146700461829774,-117.97197824283307,Private room,79.0,2,4,2015-09-03,0.56,6,350.0,2015-05-24 00:00:00
8340,8340,6087872,Cottage House Hideaway w/ Yard!,7767163,Dustin,,Los Feliz,34.11175737790199,-118.28623609360386,Entire home/apt,195.0,4,3,2015-08-03,0.63,2,309.0,2015-05-24 00:00:00
14054,14054,5772983,Cape Cod Modern Glam Mansion,13856090,Doris,,Sherman Oaks,34.15232812960451,-118.41859213894928,Entire home/apt,849.0,1,6,2015-10-06,2.0,6,359.0,2015-05-24 00:00:00
11424,11424,5116458,Private Studio with Patio,2917444,Kim,,Palms,34.02991065328165,-118.39945477165404,Entire home/apt,57.0,5,5,2015-10-12,0.6,1,54.0,2015-05-24 00:00:00
17770,17770,5620714,WeHo 2nd Bedroom in 3bdrm Townhouse,29136175,Dennis,,West Hollywood,34.0906762634216,-118.35847117234349,Private room,128.0,1,2,2015-10-16,0.72,2,359.0,2015-05-24 00:00:00
14647,14647,8598872,Living Room Futon in South Pasadena,36491700,Rohan,,South Pasadena,34.11967193058615,-118.14820094910606,Shared room,26.0,1,0,,,1,154.0,2015-05-24 00:00:00
17748,17748,1167652,Private room in nice West Hollywood,6197767,Jeff,,West Hollywood,34.09410588248537,-118.3514716386746,Private room,55.0,2,33,2015-08-18,1.18,8,361.0,2015-05-24 00:00:00
5973,5973,3946162,Beautiful House in the Hills,15223759,Virginia,,Glendale,34.165669963444174,-118.2051951578722,Entire home/apt,500.0,1,10,2015-10-11,0.77,1,352.0,2015-05-24 00:00:00
1613,1613,8940366,Minutes from Downtown 2BR/1BA Unit,41303087,Petra,,Boyle Heights,34.04338028398425,-118.21495589169064,Entire home/apt,85.0,2,0,,,1,357.0,2015-05-24 00:00:00
6976,6976,4510842,Hollywood Hills/Universal City,23389136,Sarah,,Hollywood Hills,34.13328719388792,-118.35245956487098,Entire home/apt,90.0,1,16,2015-10-27,6.76,1,322.0,2015-05-24 00:00:00
10131,10131,8674766,"amazing location,specious,clean",45486589,Berna,,Mid-Wilshire,34.06555590205513,-118.36086530254586,Private room,79.0,1,0,,,1,365.0,2015-05-24 00:00:00
2605,2605,8556771,Luxury Panoramic Downtown Condo,825036,,,Downtown,34.0469445596025,-118.26400824680424,Entire home/apt,199.0,1,6,2015-10-27,6.0,1,358.0,2015-05-24 00:00:00
12072,12072,680004,Redondo Beach Luxury Africa Room,2308299,Your Friendly  Host,,Redondo Beach,33.84599461813673,-118.38311352581472,Private room,75.0,2,12,2015-09-06,0.34,2,323.0,2015-05-24 00:00:00
13169,13169,6403111,Bedroom with bath 6 blocks to pier,33391999,Jon,,Santa Monica,34.01644236793379,-118.4912938407427,Private room,125.0,1,23,2015-10-12,4.69,3,359.0,2015-05-24 00:00:00
272,272,6574177,Magical Mountain Cottage,34385137,Natalie,,Altadena,34.19150728527235,-118.13145905022344,Private room,50.0,1,3,2015-09-18,0.88,1,137.0,2015-05-24 00:00:00
14791,14791,7246073,Private Bedroom/Bath in Studio City,37941525,Tzion,,Studio City,34.14980923602013,-118.38378772179476,Private room,75.0,1,1,2015-09-11,0.53,1,359.0,2015-05-24 00:00:00
6136,6136,5068307,Best Place in West Los Angeles,22411077,Jason,,Playa Vista,33.97364154146477,-118.42636530437306,Private room,99.0,2,21,2015-10-24,2.26,1,365.0,2015-05-24 00:00:00
18324,18324,5957557,Resort Style Living in Los Angeles ,30882013,Azin,,Westlake,34.05819006421692,-118.25788211090344,Private room,168.0,10,0,,,1,363.0,2015-05-24 00:00:00
2082,2082,2722835,Beautiful Luxury Stay in DTLA,3904039,Noelle,,Chinatown,34.06203968918778,-118.24512892652992,Private room,80.0,1,34,2015-10-14,2.83,1,332.0,2015-05-24 00:00:00
11984,11984,8843945,Room - 2 single beds,25079470,Rachel,,Redondo Beach,33.86966321555908,-118.37510016519607,Private room,50.0,1,1,2015-10-19,1.0,4,342.0,2015-05-24 00:00:00
17687,17687,3727706,West hollywood  Los Angeles sunset,19042935,Frank/Offer,,West Hollywood,34.08959200463956,-118.38252427877602,Entire home/apt,275.0,3,34,2015-10-20,2.29,1,342.0,2015-05-24 00:00:00
9748,9748,6526797,SHARE THE HOLIDAYS IN MALIBU!,34134913,John,,Malibu,34.02640944571489,-118.76524351163798,Entire home/apt,750.0,7,0,,,1,174.0,2015-05-24 00:00:00
3217,3217,3230743,Large luxury Private pool house,16342023,Rodney,,Hollywood,34.10089153367208,-118.35540184893851,Entire home/apt,170.0,1,47,2015-10-10,2.73,1,345.0,2015-05-24 00:00:00
14789,14789,6187710,Live Like A 3-Time Olympian!,1754036,Annabelle,,Studio City,34.13436146234156,-118.37940593701688,Entire home/apt,695.0,3,0,,,1,363.0,2015-05-24 00:00:00
3456,3456,295630,The Harper Suite,1526671,,,Hollywood,34.08596561942258,-118.33266717355832,Entire home/apt,195.0,3,0,,,3,363.0,2015-05-24 00:00:00
17007,17007,7744716,room for rent in venice beach,7967573,Marianne,,Venice,33.99379385193744,-118.47928210328443,Private room,125.0,1,0,,,1,66.0,2015-05-24 00:00:00
11080,11080,1180428,PRIVATE HILLSIDE GARDEN SUITE,6457603,Dee & Mike,,Mount Washington,34.11120563709742,-118.21258662673436,Private room,90.0,2,42,2015-09-22,1.46,1,357.0,2015-05-24 00:00:00
11335,11335,1995909,SEXY One Bedroom on the Edge!!!,5036966,Alexandra,,Palms,34.02434638150131,-118.4092504489104,Entire home/apt,118.0,1,0,,,1,309.0,2015-05-24 00:00:00
4447,4447,8375993,Diamond Bar 家庭住房,44143748,Zehong,,Diamond Bar,33.99855147716539,-117.81868979546866,Private room,80.0,1,0,,,3,365.0,2015-05-24 00:00:00
6137,6137,6377375,Private Furinshed Master BR & Bath,33239784,Shirley,,Playa Vista,33.988022055686244,-118.40642432312646,Private room,100.0,1,0,,,1,365.0,2015-05-24 00:00:00
16325,16325,4880674,Electric Ave. Bungalow with Hot Tub,5819649,Melissa,,Venice,33.9930822469756,-118.46946431391385,Entire home/apt,335.0,1,43,2015-09-09,4.24,2,357.0,2015-05-24 00:00:00
1512,1512,9300105,Family Neighborhood Close To Hills,6678187,Sarah,,Valley Village,34.1707767662963,-118.40743953049147,Entire home/apt,69.0,3,0,,,1,307.0,2015-05-24 00:00:00
15509,15509,8537384,Sunny California~ LA / Valley Glen,18493181,Sylvain,,Valley Glen,34.18536207880776,-118.43488921946783,Entire home/apt,180.0,3,0,,,1,108.0,2015-05-24 00:00:00
14587,14587,2232819,Charming peaceful Silverlake home,2853516,Dylan,,Silver Lake,34.085766659503136,-118.27497391918436,Entire home/apt,88.0,3,2,2014-07-30,0.12,1,343.0,2015-05-24 00:00:00
15669,15669,262395,Venice Beach Dream House3bd/1.5bath,1376554,Yana,,Venice,33.99670427978002,-118.4696706548765,Entire home/apt,300.0,3,38,2014-09-14,0.8,2,89.0,2015-05-24 00:00:00
13177,13177,3584796,Furnished Suite,18058860,Frida,,Santa Monica,34.00985655008476,-118.48311672370087,Shared room,115.0,3,0,,,3,365.0,2015-05-24 00:00:00
18640,18640,5563016,Charming Luxury 1 bedroom 1 Bath,27072289,Master Housing,,Westwood,34.055624071900986,-118.4451573465192,Entire home/apt,160.0,7,1,2015-10-17,1.0,17,365.0,2015-05-24 00:00:00
18985,18985,7604856,Cozy  & Comfortable Spacious Home,39885776,Carla,,Woodland Hills,34.17226888584296,-118.64923189974353,Private room,95.0,1,0,,,1,363.0,2015-05-24 00:00:00
1328,1328,5948553,Gorgeous Beverly Hills Apartment,30883539,Deanna,,Beverly Hills,34.06440612040402,-118.39229867233676,Entire home/apt,150.0,2,6,2015-09-28,1.67,1,361.0,2015-05-24 00:00:00
1044,1044,2330865,Contemporary Living in WeHo,10184149,Dan,,Beverly Grove,34.07621953568913,-118.3758380644902,Entire home/apt,1250.0,7,5,2015-08-28,0.28,1,365.0,2015-05-24 00:00:00
2107,2107,6227061,A Little Bit'o Italy in Culver City,5978425,Stephanie,,Culver City,34.0026602360779,-118.39873217885182,Entire home/apt,135.0,3,0,,,1,363.0,2015-05-24 00:00:00
10735,10735,8315689,Affordable Clean Shared BunkSpace1,43839392,Chanell,,North Hollywood,34.16440591532829,-118.375094126315,Shared room,30.0,1,3,2015-10-17,1.88,3,364.0,2015-05-24 00:00:00
14621,14621,449753,Cheery South Pas Room w/ Breakfast!,2233744,Brenton And Lauren,,South Pasadena,34.11994714255906,-118.147032366879,Private room,80.0,1,61,2015-06-25,1.68,2,307.0,2015-05-24 00:00:00
2178,2178,1210296,Great for Business & Travelers!,6609770,,,Culver City,33.99853976271935,-118.43192845277532,Private room,52.0,1,93,2015-10-27,3.46,1,86.0,2015-05-24 00:00:00
7357,7357,3938279,Cozy Highland Park Studio,2567247,Melanie,,Highland Park,34.11807814848286,-118.20869411949522,Entire home/apt,95.0,2,32,2015-10-24,2.46,1,151.0,2015-05-24 00:00:00
16252,16252,755774,Marina del Rey Bch 4 Bdrm Pnthous 5,2765569,,,Venice,33.97733371455907,-118.46132435890549,Entire home/apt,560.0,5,9,2015-10-01,0.42,10,300.0,2015-05-24 00:00:00
18423,18423,7697076,Charming Koreatown Getaway,7156797,Sebastian,,Westlake,34.06707790444115,-118.2833183441006,Entire home/apt,100.0,2,0,,,1,72.0,2015-05-24 00:00:00
17256,17256,2895961,Stylish Master Bedroom+Private Bath,11878764,Daniel,,Veterans Administration,34.04929157067577,-118.45703470965898,Private room,84.0,1,20,2015-10-22,1.08,2,85.0,2015-05-24 00:00:00
9350,9350,6119700,Charming Home on Alamitos Bay,31751006,Carol Anne,,Long Beach,33.76724539946545,-118.11006436192054,Entire home/apt,79.0,1,3,2015-06-01,0.52,1,161.0,2015-05-24 00:00:00
9553,9553,4323263,Comfy 2-Bedroom Hideaway by Beach!,22446705,Denish,,Long Beach,33.77351467706184,-118.1529555145472,Entire home/apt,99.0,2,51,2015-10-31,4.41,1,47.0,2015-05-24 00:00:00
3465,3465,2299224,#02 Sunny Flat 3BR Sunset Strip!,3947940,,,Hollywood,34.0952606419855,-118.35197401276342,Entire home/apt,399.0,2,21,2015-07-07,1.03,4,358.0,2015-05-24 00:00:00
7936,7936,282140,"Los Angeles, Hollywood / Downtown 4",1466173,,,Koreatown,34.05890653839865,-118.2919256044686,Private room,69.0,1,68,2015-10-16,1.44,3,360.0,2015-05-24 00:00:00
2232,2232,8425662,Culver City Cutie,44371939,Sophie,,Culver City,34.02808499988655,-118.37706991772038,Entire home/apt,110.0,2,4,2015-10-25,3.75,1,343.0,2015-05-24 00:00:00
194,194,6044612,"LA Shilla House, Family Room",27383020,Mi,,Harvard Heights,34.0379408140353,-118.30622417326155,Private room,100.0,1,0,,,3,365.0,2015-05-24 00:00:00
17683,17683,9233761,Sunset Strip Hideaway,47997329,Kellie,,West Hollywood,34.0956249451737,-118.36240516598758,Private room,100.0,2,0,,,1,43.0,2015-05-24 00:00:00
15060,15060,4463452,Comfortable Stay/Universal/Hlywd,21962292,Jonathon,,Toluca Lake,34.151568318023905,-118.3647760248414,Private room,61.0,1,46,2015-11-03,3.89,1,359.0,2015-05-24 00:00:00
17967,17967,5596142,Gorgeous Apt in W Hollywood w Pool!,8568916,Marina,,West Hollywood,34.08860504681827,-118.38355697983808,Entire home/apt,212.0,3,14,2015-10-10,1.96,2,275.0,2015-05-24 00:00:00
3283,3283,964830,The Nest in a Craftsman House,1714352,Minx,,Hollywood,34.084276499786405,-118.3119217314055,Private room,60.0,2,17,2015-09-27,0.53,1,346.0,2015-05-24 00:00:00
5528,5528,5298659,Historic Angelino Heights 1 Bedroom,1347323,Adam,,Echo Park,34.068958794988546,-118.25430569953951,Entire home/apt,95.0,3,7,2015-09-24,0.83,1,238.0,2015-05-24 00:00:00
5851,5851,9295010,Cozy LA Studio in a great location,48257536,Lidor,,Glendale,34.149744871108055,-118.25620639767072,Entire home/apt,67.0,20,0,,,1,24.0,2015-05-24 00:00:00
10577,10577,6038096,CLOSE to EVERYTHING!  You can walk!,30591049,V.,,Mid-Wilshire,34.06943382432654,-118.35690989753851,Private room,60.0,5,6,2015-06-14,0.92,2,188.0,2015-05-24 00:00:00
15776,15776,6661916,Venice Beach Designer Condo,9582020,Ben,,Venice,33.99996361174652,-118.46226864055367,Entire home/apt,249.0,1,16,2015-11-04,4.21,2,361.0,2015-05-24 00:00:00
15125,15125,5307732,Topanga Mountain Chalet,3004192,Fallon,,Topanga,34.096812799257634,-118.61715635278024,Entire home/apt,80.0,1,50,2015-10-22,5.77,6,360.0,2015-05-24 00:00:00
3728,3728,9062110,Hollywood Apt! Classy+Comfortable!,14078914,Brian,,Hollywood,34.09380958439939,-118.33647935722404,Private room,75.0,3,0,,,2,364.0,2015-05-24 00:00:00
14760,14760,4680553,Cozy BR in Gorgeous House w/Pool :),23262554,Xixi,,Studio City,34.14475579039825,-118.41588258511504,Private room,72.0,1,21,2015-10-27,4.41,2,330.0,2015-05-24 00:00:00
10869,10869,4237114,Cozy Studio in NoHo District w/Pkg!,21423596,Fia,,North Hollywood,34.16485499275612,-118.36609004262552,Entire home/apt,80.0,3,0,,,1,365.0,2015-05-24 00:00:00
18663,18663,1036757,"Quiet Spacious Room,Extra Amenities",5553664,Sheila,,Westwood,34.05379691813932,-118.4436680288745,Private room,85.0,2,26,2015-09-19,0.91,1,338.0,2015-05-24 00:00:00
18477,18477,3688376,Private Mid-Century Loft near DTLA,2131202,Liz,,Westlake,34.06008049865532,-118.27977354290496,Entire home/apt,406.0,3,3,2014-11-30,0.2,2,362.0,2015-05-24 00:00:00
